type,tident,ident,Latitude,Longitude,y_proj,x_proj,comment,new_trk,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime,desc,link
TRACK,7/19/2025 14:06,T1,-0.637127236,-76.16697539,9929563.562,370143.795,,FALSE,FALSE,,,197.84,,,2025/07/19 12:51:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:51,,
TRACK,7/19/2025 14:06,T1,-0.63712975,-76.16694664,9929563.284,370146.9946,,FALSE,FALSE,,,200.08,,,2025/07/19 12:51:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:51,,
TRACK,7/19/2025 14:06,T1,-0.637123045,-76.16694186,9929564.026,370147.5262,,FALSE,FALSE,,,198.7,,,2025/07/19 12:51:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:51,,
TRACK,7/19/2025 14:06,T1,-0.637142826,-76.16694664,9929561.839,370146.995,,FALSE,FALSE,,,199.32,,,2025/07/19 12:52:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:52,,
TRACK,7/19/2025 14:06,T1,-0.637126146,-76.16692577,9929563.683,370149.3173,,FALSE,FALSE,,,200.62,,,2025/07/19 12:52:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:52,,
TRACK,7/19/2025 14:06,T1,-0.63712162,-76.16691043,9929564.184,370151.0243,,FALSE,FALSE,,,201.71,,,2025/07/19 12:52:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:52,,
TRACK,7/19/2025 14:06,T1,-0.63713084,-76.16689056,9929563.165,370153.2353,,FALSE,FALSE,,,201.26,,,2025/07/19 12:53:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:53,,
TRACK,7/19/2025 14:06,T1,-0.637128074,-76.16688503,9929563.471,370153.8509,,FALSE,FALSE,,,200.93,,,2025/07/19 12:53:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:53,,
TRACK,7/19/2025 14:06,T1,-0.637109131,-76.16692526,9929565.564,370149.3729,,FALSE,FALSE,,,198.59,,,2025/07/19 12:53:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:53,,
TRACK,7/19/2025 14:06,T1,-0.637101168,-76.16693524,9929566.444,370148.2626,,FALSE,FALSE,,,197.88,,,2025/07/19 12:54:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:54,,
TRACK,7/19/2025 14:06,T1,-0.637109634,-76.16694027,9929565.508,370147.7031,,FALSE,FALSE,,,197.92,,,2025/07/19 12:54:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:54,,
TRACK,7/19/2025 14:06,T1,-0.637140479,-76.16695083,9929562.098,370146.5285,,FALSE,FALSE,,,198.44,,,2025/07/19 12:54:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:54,,
TRACK,7/19/2025 14:06,T1,-0.63718549,-76.16695477,9929557.122,370146.0912,,FALSE,FALSE,,,199.59,,,2025/07/19 12:55:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:55,,
TRACK,7/19/2025 14:06,T1,-0.637138886,-76.16693264,9929562.275,370148.5527,,FALSE,FALSE,,,200.4,,,2025/07/19 12:55:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:55,,
TRACK,7/19/2025 14:06,T1,-0.637118854,-76.16692518,9929564.489,370149.3824,,FALSE,FALSE,,,200.53,,,2025/07/19 12:55:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:55,,
TRACK,7/19/2025 14:06,T1,-0.637101838,-76.16692476,9929566.371,370149.4286,,FALSE,FALSE,,,201.33,,,2025/07/19 12:56:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:56,,
TRACK,7/19/2025 14:06,T1,-0.637086667,-76.16692359,9929568.048,370149.5589,,FALSE,FALSE,,,202.13,,,2025/07/19 12:56:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:56,,
TRACK,7/19/2025 14:06,T1,-0.637086583,-76.16690699,9929568.057,370151.4059,,FALSE,FALSE,,,201.39,,,2025/07/19 12:56:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:56,,
TRACK,7/19/2025 14:06,T1,-0.637048949,-76.16693373,9929572.217,370148.4292,,FALSE,FALSE,,,202.71,,,2025/07/19 12:57:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:57,,
TRACK,7/19/2025 14:06,T1,-0.637058923,-76.16693054,9929571.115,370148.7839,,FALSE,FALSE,,,202.28,,,2025/07/19 12:57:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:57,,
TRACK,7/19/2025 14:06,T1,-0.63710276,-76.16688696,9929566.27,370153.6357,,FALSE,FALSE,,,204.19,,,2025/07/19 12:57:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:57,,
TRACK,7/19/2025 14:06,T1,-0.637087757,-76.16690188,9929567.928,370151.9749,,FALSE,FALSE,,,205.98,,,2025/07/19 12:58:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:58,,
TRACK,7/19/2025 14:06,T1,-0.637080967,-76.1669142,9929568.678,370150.6035,,FALSE,FALSE,,,206.77,,,2025/07/19 12:58:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:58,,
TRACK,7/19/2025 14:06,T1,-0.637102425,-76.16690129,9929566.306,370152.0406,,FALSE,FALSE,,,206.79,,,2025/07/19 12:58:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:58,,
TRACK,7/19/2025 14:06,T1,-0.637108125,-76.16689987,9929565.676,370152.1993,,FALSE,FALSE,,,206.9,,,2025/07/19 12:59:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:59,,
TRACK,7/19/2025 14:06,T1,-0.637106281,-76.16688402,9929565.88,370153.9623,,FALSE,FALSE,,,207.78,,,2025/07/19 12:59:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:59,,
TRACK,7/19/2025 14:06,T1,-0.637103431,-76.16691428,9929566.195,370150.5947,,FALSE,FALSE,,,208.3,,,2025/07/19 12:59:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 7:59,,
TRACK,7/19/2025 14:06,T1,-0.637096139,-76.16692074,9929567.001,370149.8763,,FALSE,FALSE,,,208.9,,,2025/07/19 13:00:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:00,,
TRACK,7/19/2025 14:06,T1,-0.637096474,-76.16689777,9929566.964,370152.4322,,FALSE,FALSE,,,209.08,,,2025/07/19 13:00:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:00,,
TRACK,7/19/2025 14:06,T1,-0.637112567,-76.16689735,9929565.185,370152.4793,,FALSE,FALSE,,,208.46,,,2025/07/19 13:00:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:00,,
TRACK,7/19/2025 14:06,T1,-0.637126816,-76.16691135,9929563.609,370150.9218,,FALSE,FALSE,,,208.92,,,2025/07/19 13:01:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:01,,
TRACK,7/19/2025 14:06,T1,-0.637124553,-76.16694127,9929563.859,370147.5915,,FALSE,FALSE,,,208.79,,,2025/07/19 13:01:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:01,,
TRACK,7/19/2025 14:06,T1,-0.637121787,-76.16693859,9929564.165,370147.89,,FALSE,FALSE,,,208.47,,,2025/07/19 13:01:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:01,,
TRACK,7/19/2025 14:06,T1,-0.637105778,-76.16694035,9929565.935,370147.6937,,FALSE,FALSE,,,208.06,,,2025/07/19 13:02:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:02,,
TRACK,7/19/2025 14:06,T1,-0.637096474,-76.16692476,9929566.964,370149.4285,,FALSE,FALSE,,,207.96,,,2025/07/19 13:02:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:02,,
TRACK,7/19/2025 14:06,T1,-0.637122877,-76.16691713,9929564.045,370150.2781,,FALSE,FALSE,,,207.53,,,2025/07/19 13:02:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:02,,
TRACK,7/19/2025 14:06,T1,-0.637121117,-76.16688084,9929564.24,370154.3172,,FALSE,FALSE,,,207.31,,,2025/07/19 13:03:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:03,,
TRACK,7/19/2025 14:06,T1,-0.637106951,-76.16688402,9929565.806,370153.9623,,FALSE,FALSE,,,205.77,,,2025/07/19 13:03:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:03,,
TRACK,7/19/2025 14:06,T1,-0.6371383,-76.16692769,9929562.34,370149.1031,,FALSE,FALSE,,,204.51,,,2025/07/19 13:03:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:03,,
TRACK,7/19/2025 14:06,T1,-0.637106448,-76.16690196,9929565.861,370151.9661,,FALSE,FALSE,,,203.47,,,2025/07/19 13:04:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:04,,
TRACK,7/19/2025 14:06,T1,-0.637088427,-76.16693708,9929567.853,370148.057,,FALSE,FALSE,,,201.46,,,2025/07/19 13:04:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:04,,
TRACK,7/19/2025 14:06,T1,-0.637088763,-76.16695007,9929567.815,370146.6112,,FALSE,FALSE,,,202.1,,,2025/07/19 13:04:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:04,,
TRACK,7/19/2025 14:06,T1,-0.637098234,-76.16692225,9929566.769,370149.7084,,FALSE,FALSE,,,201.46,,,2025/07/19 13:05:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:05,,
TRACK,7/19/2025 14:06,T1,-0.637098234,-76.16692727,9929566.769,370149.1487,,FALSE,FALSE,,,202.49,,,2025/07/19 13:05:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:05,,
TRACK,7/19/2025 14:06,T1,-0.637118937,-76.16692107,9929564.48,370149.8395,,FALSE,FALSE,,,203.7,,,2025/07/19 13:05:49+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:05,,
TRACK,7/19/2025 14:06,T1,-0.63711483,-76.16691764,9929564.934,370150.2219,,FALSE,FALSE,,,203.12,,,2025/07/19 13:06:09+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:06,,
TRACK,7/19/2025 14:06,T1,-0.637114998,-76.16691713,9929564.916,370150.2779,,FALSE,FALSE,,,203.06,,,2025/07/19 13:06:29+00,garmin GPSMAP 65 Software Version 460,,7/19/2025 8:06,,
