"","AV_ID","target_time","mean_yProj","mean_xProj","n_points","lon","lat","date","time","Group"
"31","AV74103",2025-06-23 08:30:00,9929518.03526825,372349.233396062,12,-76.1471586108334,-0.637543522750004,2025-06-23,"08:30:00"," G"
"32","AV74103",2025-06-23 08:45:00,9929531.69590866,372358.046328438,12,-76.1470793950001,-0.63741997350059,2025-06-23,"08:45:00"," G"
"33","AV74103",2025-06-23 09:00:00,9929533.83742282,372355.531797298,12,-76.1471019849999,-0.637400597416692,2025-06-23,"09:00:00"," G"
"34","AV74103",2025-06-23 09:15:00,9929563.62120253,372362.481753129,12,-76.1470394766665,-0.637131202916747,2025-06-23,"09:15:00"," G"
"35","AV74103",2025-06-23 09:30:00,9929598.59578035,372362.978485474,12,-76.1470349433333,-0.636814842166815,2025-06-23,"09:30:00"," G"
"36","AV74103",2025-06-23 09:45:00,9929589.88596455,372369.133958322,12,-76.1469796508346,-0.636893638999791,2025-06-23,"09:45:00"," G"
"37","AV74103",2025-06-23 10:00:00,9929622.61786814,372358.133298286,12,-76.1470784316666,-0.636597541166668,2025-06-23,"10:00:00"," G"
"38","AV74103",2025-06-23 10:15:00,9929606.87084206,372353.23241115,12,-76.1471224999984,-0.636739970667299,2025-06-23,"10:15:00"," G"
"39","AV74103",2025-06-23 10:30:00,9929657.70553886,372342.709056358,12,-76.1472169558335,-0.636280125416541,2025-06-23,"10:30:00"," G"
"40","AV74103",2025-06-23 10:45:00,9929630.42821022,372251.954843515,12,-76.1480324808335,-0.636526679166614,2025-06-23,"10:45:00"," G"
"41","AV74103",2025-06-23 11:00:00,9929667.71947913,372242.24505986,12,-76.1481196533372,-0.636189342413723,2025-06-23,"11:00:00"," G"
"42","AV74103",2025-06-23 11:15:00,9929689.58191172,372200.208590804,12,-76.1484973275003,-0.63599150175009,2025-06-23,"11:15:00"," G"
"43","AV74103",2025-06-23 11:30:00,9929717.28421761,372198.48753115,12,-76.1485127366656,-0.635740917835529,2025-06-23,"11:30:00"," G"
"44","AV74103",2025-06-23 11:45:00,9929745.68172954,372183.779253412,12,-76.1486448408333,-0.635484019333365,2025-06-23,"11:45:00"," G"
"45","AV74103",2025-06-23 12:00:00,9929783.70513593,372177.977934528,12,-76.148696892498,-0.635140068002656,2025-06-23,"12:00:00"," G"
"46","AV74103",2025-06-23 12:15:00,9929800.10421748,372191.169841225,12,-76.1485783241667,-0.63499175708343,2025-06-23,"12:15:00"," G"
"47","AV74103",2025-06-23 12:30:00,9929807.70658675,372188.02919823,12,-76.1486065291667,-0.634922983749869,2025-06-23,"12:30:00"," G"
"48","AV74103",2025-06-23 12:45:00,9929825.3261511,372178.672135875,12,-76.1486905716669,-0.63476358766633,2025-06-23,"12:45:00"," G"
"49","AV74103",2025-06-23 13:00:00,9929817.97251442,372185.872051546,12,-76.1486258916666,-0.63483011925,2025-06-23,"13:00:00"," G"
"50","AV74103",2025-06-23 13:15:00,9929847.141051,372151.992392762,12,-76.1489302583326,-0.634566208000101,2025-06-23,"13:15:00"," G"
"51","AV74103",2025-06-23 13:30:00,9929813.82508904,372137.48479682,12,-76.1490606825,-0.634867537416676,2025-06-23,"13:30:00"," G"
"52","AV74103",2025-06-23 13:45:00,9929809.80653755,372133.908157395,12,-76.1490928283333,-0.634903879916669,2025-06-23,"13:45:00"," G"
"53","AV74103",2025-06-23 14:00:00,9929790.79716687,372140.310949315,12,-76.1490353341669,-0.635075841500484,2025-06-23,"14:00:00"," G"
"54","AV74103",2025-06-23 14:15:00,9929778.2238643,372156.249738038,12,-76.1488921416664,-0.635189604999851,2025-06-23,"14:15:00"," G"
"55","AV74103",2025-06-23 14:30:00,9929744.46319304,372190.66229634,12,-76.1485829958333,-0.635495055416841,2025-06-23,"14:30:00"," G"
"56","AV74103",2025-06-23 14:45:00,9929719.19802449,372203.268523366,12,-76.1484697733334,-0.635723616167241,2025-06-23,"14:45:00"," G"
"57","AV74103",2025-06-23 15:00:00,9929695.84224649,372217.982356534,12,-76.1483376091668,-0.635934909833655,2025-06-23,"15:00:00"," G"
"58","AV74103",2025-06-23 15:15:00,9929623.77471642,372292.673390229,12,-76.1476666183381,-0.636586945164773,2025-06-23,"15:15:00"," G"
"59","AV74103",2025-06-23 15:30:00,9929582.88531629,372383.478460941,12,-76.1468507724999,-0.636956992083813,2025-06-23,"15:30:00"," G"
"60","AV74103",2025-06-23 15:45:00,9929534.59945922,372289.076307124,12,-76.1476991183333,-0.637393570500178,2025-06-23,"15:45:00"," G"
"61","AV74103",2025-06-23 16:00:00,9929490.8953165,372306.765302273,12,-76.1475402616666,-0.637788930917458,2025-06-23,"16:00:00"," G"
"62","AV74104",2025-06-24 06:00:00,9929570.73663028,372430.172287303,12,-76.1464312299995,-0.637066976750472,2025-06-24,"06:00:00"," G"
"63","AV74104",2025-06-24 06:15:00,9929574.05469988,372433.209502998,12,-76.1464039325,-0.637036969333343,2025-06-24,"06:15:00"," G"
"64","AV74104",2025-06-24 06:30:00,9929573.10442652,372434.653245698,12,-76.1463909616666,-0.637045567916954,2025-06-24,"06:30:00"," G"
"65","AV74104",2025-06-24 06:45:00,9929560.92463622,372452.56000874,12,-76.1462300850002,-0.637155776000074,2025-06-24,"06:45:00"," G"
"66","AV74104",2025-06-24 07:00:00,9929511.21801418,372535.341451841,12,-76.1454863525011,-0.637605562916735,2025-06-24,"07:00:00"," G"
"67","AV74104",2025-06-24 07:15:00,9929466.81676508,372612.761195297,12,-76.1447907866671,-0.638007349499018,2025-06-24,"07:15:00"," G"
"68","AV74104",2025-06-24 07:30:00,9929387.74517675,372581.962099303,12,-76.14506769,-0.638722528250074,2025-06-24,"07:30:00"," G"
"69","AV74104",2025-06-24 07:45:00,9929387.24745641,372583.555796964,12,-76.1450533708335,-0.638727033583249,2025-06-24,"07:45:00"," G"
"70","AV74104",2025-06-24 08:00:00,9929315.22537909,372664.158559104,12,-76.1443292591668,-0.639378670665496,2025-06-24,"08:00:00"," G"
"71","AV74104",2025-06-24 08:15:00,9929293.70022477,372670.615512698,12,-76.1442712833338,-0.639573389166305,2025-06-24,"08:15:00"," G"
"72","AV74107",2025-06-24 09:00:00,9929649.38197083,372676.403088021,12,-76.1442185683332,-0.636356086501948,2025-06-24,"09:00:00"," G"
"73","AV74107",2025-06-24 09:15:00,9929688.72878854,372659.790005533,12,-76.1443677666667,-0.636000142083388,2025-06-24,"09:15:00"," G"
"74","AV74107",2025-06-24 09:30:00,9929684.54319587,372655.027329176,12,-76.1444105700007,-0.636037993249488,2025-06-24,"09:30:00"," G"
"75","AV74107",2025-06-24 09:45:00,9929698.03438083,372645.007357647,12,-76.1445005775,-0.635915938833336,2025-06-24,"09:45:00"," G"
"76","AV74107",2025-06-24 10:00:00,9929709.97097211,372585.435996566,12,-76.145035831667,-0.635807847084843,2025-06-24,"10:00:00"," G"
"77","AV74107",2025-06-24 10:15:00,9929694.62009483,372545.768406663,12,-76.1453922950011,-0.635946623583022,2025-06-24,"10:15:00"," G"
"78","AV74107",2025-06-24 10:30:00,9929697.77961035,372509.534007117,12,-76.1457178725,-0.635917971500208,2025-06-24,"10:30:00"," G"
"79","AV74107",2025-06-24 10:45:00,9929619.73566209,372412.179429181,12,-76.1465928066659,-0.63662372083467,2025-06-24,"10:45:00"," G"
"80","AV74107",2025-06-24 11:00:00,9929514.18201436,372335.498122094,12,-76.1472820366685,-0.637578349583491,2025-06-24,"11:00:00"," G"
"81","AV74107",2025-06-24 11:15:00,9929569.73205728,372333.31780726,12,-76.1473015166664,-0.637075868583161,2025-06-24,"11:15:00"," G"
"82","AV74107",2025-06-24 11:30:00,9929560.7978737,372337.439867187,12,-76.1472644958331,-0.637156690834047,2025-06-24,"11:30:00"," G"
"83","AV74107",2025-06-24 11:45:00,9929555.86204726,372330.952446801,12,-76.1473227983335,-0.637201324666969,2025-06-24,"11:45:00"," G"
"84","AV74110",2025-06-24 13:00:00,9929425.22278537,372165.197907974,12,-76.148812445,-0.638382684250215,2025-06-24,"13:00:00"," G"
"85","AV74110",2025-06-24 13:15:00,9929418.20656321,372140.855764083,12,-76.1490311850002,-0.638446100083452,2025-06-24,"13:15:00"," G"
"86","AV74110",2025-06-24 13:30:00,9929414.29273235,372139.399937245,12,-76.1490442741666,-0.638481499583355,2025-06-24,"13:30:00"," G"
"87","AV74110",2025-06-24 13:45:00,9929435.56641694,372130.573730897,12,-76.1491235391667,-0.638289051249887,2025-06-24,"13:45:00"," G"
"88","AV74110",2025-06-24 14:00:00,9929450.13360165,372121.89351575,12,-76.1492015058334,-0.638157266666736,2025-06-24,"14:00:00"," G"
"89","AV74110",2025-06-24 14:15:00,9929491.59230548,372108.185674735,12,-76.1493245941649,-0.637782225500934,2025-06-24,"14:15:00"," G"
"90","AV74110",2025-06-24 14:30:00,9929551.37245974,372084.987144658,12,-76.1495329241666,-0.637241439083217,2025-06-24,"14:30:00"," G"
"91","AV74110",2025-06-24 14:45:00,9929558.05870441,372070.028463399,12,-76.1496673216669,-0.637180928666703,2025-06-24,"14:45:00"," G"
"92","AV74110",2025-06-24 15:00:00,9929550.44826138,372078.560128847,12,-76.1495906758332,-0.6372497859168,2025-06-24,"15:00:00"," G"
"93","AV74112",2025-06-26 08:00:00,9929619.22888988,372362.518994287,12,-76.1470390308335,-0.63662820491784,2025-06-26,"08:00:00"," G"
"94","AV74112",2025-06-26 08:15:00,9929620.30054295,372365.308069076,12,-76.1470139675,-0.636618516916717,2025-06-26,"08:15:00"," G"
"95","AV74112",2025-06-26 08:30:00,9929624.31025907,372263.32500707,12,-76.1479303266669,-0.636582041833369,2025-06-26,"08:30:00"," G"
"96","AV74112",2025-06-26 08:45:00,9929685.3397022,372208.302591796,12,-76.1484246074988,-0.636029890833123,2025-06-26,"08:45:00"," G"
"97","AV74112",2025-06-26 09:00:00,9929757.06435992,372175.169686442,12,-76.1487221791667,-0.635381040750077,2025-06-26,"09:00:00"," G"
"98","AV74112",2025-06-26 09:15:00,9929928.5106786,372150.903806514,12,-76.1489398774935,-0.633830179178099,2025-06-26,"09:15:00"," G"
"99","AV74112",2025-06-26 09:30:00,9929944.08206884,372195.961407907,12,-76.1485349825001,-0.633689418999829,2025-06-26,"09:30:00"," G"
"100","AV74112",2025-06-26 09:45:00,9929937.18823942,372197.650567434,12,-76.1485198183335,-0.633751780333476,2025-06-26,"09:45:00"," G"
"101","AV74112",2025-06-26 10:00:00,9929962.26910844,372179.273598638,12,-76.1486848941663,-0.633524875166863,2025-06-26,"10:00:00"," G"
"102","AV74112",2025-06-26 10:15:00,9929989.45754675,372196.865232325,12,-76.1485267708335,-0.633278978166468,2025-06-26,"10:15:00"," G"
"103","AV74112",2025-06-26 10:30:00,9930004.72674918,372226.928706358,12,-76.1482566058333,-0.633140921250156,2025-06-26,"10:30:00"," G"
"104","AV74112",2025-06-26 10:45:00,9930014.00889478,372245.684978369,12,-76.1480880533334,-0.633056997416869,2025-06-26,"10:45:00"," G"
"105","AV74112",2025-06-26 11:00:00,9930023.42584904,372283.882221833,12,-76.1477448141668,-0.63297189308372,2025-06-26,"11:00:00"," G"
"106","AV74112",2025-06-26 11:15:00,9930034.05529734,372308.860364281,12,-76.1475203525,-0.632875794666709,2025-06-26,"11:15:00"," G"
"107","AV74112",2025-06-26 11:30:00,9930031.39344436,372315.45066035,12,-76.1474611408337,-0.632899885583145,2025-06-26,"11:30:00"," G"
"108","AV74112",2025-06-26 11:45:00,9930023.05230116,372326.636941461,12,-76.1473606433334,-0.632975357583318,2025-06-26,"11:45:00"," G"
"109","AV74112",2025-06-26 12:00:00,9930021.06799784,372338.186570793,12,-76.1472568683333,-0.632993329666664,2025-06-26,"12:00:00"," G"
"110","AV74112",2025-06-26 12:15:00,9930038.47393589,372316.28386684,12,-76.14745364,-0.632835840833581,2025-06-26,"12:15:00"," G"
"111","AV74112",2025-06-26 12:30:00,9930005.373056,372341.901123844,12,-76.1472235224996,-0.633135305333338,2025-06-26,"12:30:00"," G"
"112","AV74112",2025-06-26 12:45:00,9929951.70214266,372276.144853344,12,-76.1478144808335,-0.633620652583246,2025-06-26,"12:45:00"," G"
"113","AV74112",2025-06-26 13:00:00,9929865.68355134,372258.199847315,12,-76.1479758966668,-0.634398695583359,2025-06-26,"13:00:00"," G"
"114","AV74112",2025-06-26 13:15:00,9929854.13423074,372208.140800556,12,-76.1484257241669,-0.634503064166163,2025-06-26,"13:15:00"," G"
"115","AV74112",2025-06-26 13:30:00,9929834.27242758,372162.808997925,12,-76.1488330916682,-0.634682632499608,2025-06-26,"13:30:00"," G"
"116","AV74112",2025-06-26 13:45:00,9929830.37333048,372133.82141718,12,-76.1490935666666,-0.63471784341674,2025-06-26,"13:45:00"," G"
"117","AV74112",2025-06-26 14:00:00,9929812.24380664,372131.336429323,12,-76.1491159316667,-0.634881828499944,2025-06-26,"14:00:00"," G"
"118","AV74112",2025-06-26 14:15:00,9929747.84075459,372082.889490342,12,-76.1495513791667,-0.635464286915477,2025-06-26,"14:15:00"," G"
"119","AV74112",2025-06-26 14:30:00,9929638.28956269,372132.193683276,12,-76.1491085766668,-0.636455328249986,2025-06-26,"14:30:00"," G"
"120","AV74112",2025-06-26 14:45:00,9929459.26664182,372133.308690173,12,-76.1490989166623,-0.638074677088178,2025-06-26,"14:45:00"," G"
"121","AV74112",2025-06-26 15:00:00,9929429.78021454,372157.699333065,12,-76.1488798141666,-0.638341445000003,2025-06-26,"15:00:00"," G"
"122","AV74112",2025-06-26 15:15:00,9929358.73855911,372157.900141377,12,-76.1488781525008,-0.6389840506672,2025-06-26,"15:15:00"," G"
"123","AV74112",2025-06-26 15:30:00,9929323.13413794,372158.794257829,12,-76.1488701900003,-0.639306111249133,2025-06-26,"15:30:00"," G"
"124","AV74112",2025-06-26 15:45:00,9929214.20687173,372183.519223546,12,-76.1486482433339,-0.64029145983326,2025-06-26,"15:45:00"," G"
"125","AV74114",2025-06-27 07:15:00,9929237.6112241,372178.789231583,12,-76.1486906974997,-0.640079746834214,2025-06-27,"07:15:00"," G"
"126","AV74114",2025-06-27 07:30:00,9929241.39067092,372190.576097836,12,-76.1485847791663,-0.640045583833755,2025-06-27,"07:30:00"," G"
"127","AV74114",2025-06-27 07:45:00,9929207.14465443,372254.002881175,12,-76.1480149274983,-0.640355483750475,2025-06-27,"07:45:00"," G"
"128","AV74115",2025-06-27 09:30:00,9929198.1243119,372242.516192442,12,-76.1481181591662,-0.640437053750812,2025-06-27,"09:30:00"," G"
"129","AV74115",2025-06-27 09:45:00,9929248.59766673,372311.506236156,12,-76.1474981483334,-0.639980638000269,2025-06-27,"09:45:00"," G"
"130","AV74115",2025-06-27 10:00:00,9929315.17467972,372360.814574406,12,-76.1470549549963,-0.639378516918328,2025-06-27,"10:00:00"," G"
"131","AV74115",2025-06-27 10:15:00,9929418.18955257,372324.034991566,12,-76.1473852308336,-0.638446624000428,2025-06-27,"10:15:00"," G"
"132","AV74115",2025-06-27 10:30:00,9929481.05509954,372348.029591014,12,-76.1471695016648,-0.637878023584214,2025-06-27,"10:30:00"," G"
"133","AV74115",2025-06-27 10:45:00,9929508.4912497,372319.866957821,12,-76.1474225016764,-0.637629793748227,2025-06-27,"10:45:00"," G"
"134","AV74115",2025-06-27 11:00:00,9929542.24892649,372330.957704087,12,-76.1473227783406,-0.637324461840112,2025-06-27,"11:00:00"," G"
"135","AV74115",2025-06-27 11:15:00,9929625.91979167,372250.614887906,12,-76.1480445299998,-0.636567457251574,2025-06-27,"11:15:00"," G"
"136","AV74115",2025-06-27 11:30:00,9929577.66399528,372239.175128512,12,-76.148147418333,-0.637003930752897,2025-06-27,"11:30:00"," G"
"137","AV74115",2025-06-27 11:45:00,9929577.02310727,372211.737864212,12,-76.1483939566692,-0.637009672583174,2025-06-27,"11:45:00"," G"
"138","AV74115",2025-06-27 12:00:00,9929586.01652116,372192.563728705,12,-76.1485662275006,-0.636928284249262,2025-06-27,"12:00:00"," G"
"139","AV74115",2025-06-27 12:15:00,9929575.9877153,372181.015386295,12,-76.1486700149996,-0.637018976250783,2025-06-27,"12:15:00"," G"
"140","AV74115",2025-06-27 12:30:00,9929544.97251625,372171.745206497,12,-76.1487533741669,-0.637299504666921,2025-06-27,"12:30:00"," G"
"141","AV74115",2025-06-27 12:45:00,9929519.6211147,372171.470131199,12,-76.1487558966665,-0.637528819500206,2025-06-27,"12:45:00"," G"
"142","AV74115",2025-06-27 13:00:00,9929507.90646454,372166.41477113,12,-76.148801345,-0.637634773833435,2025-06-27,"13:00:00"," G"
"143","AV74115",2025-06-27 13:15:00,9929516.40093994,372160.652750212,12,-76.1488531025,-0.637557925666751,2025-06-27,"13:15:00"," G"
"144","AV74115",2025-06-27 13:30:00,9929520.08217361,372164.77886404,12,-76.1488160199999,-0.637524635500283,2025-06-27,"13:30:00"," G"
"145","AV74115",2025-06-27 13:45:00,9929520.04407591,372163.691192,12,-76.1488257933333,-0.637524977916682,2025-06-27,"13:45:00"," G"
"146","AV74115",2025-06-27 14:00:00,9929542.50058207,372136.694118217,12,-76.1490683300026,-0.637321793751315,2025-06-27,"14:00:00"," G"
"147","AV74115",2025-06-27 14:15:00,9929527.81515671,371965.022241568,12,-76.1506109133358,-0.637454283583571,2025-06-27,"14:15:00"," G"
"148","AV74115",2025-06-27 14:30:00,9929520.53359432,371969.74287347,12,-76.1505685108327,-0.637520158250079,2025-06-27,"14:30:00"," G"
"149","AV74115",2025-06-27 14:45:00,9929419.24241515,371914.466010368,12,-76.1510654033329,-0.638436272250178,2025-06-27,"14:45:00"," G"
"150","AV74115",2025-06-27 15:00:00,9929426.62764451,371913.970040702,12,-76.1510698450002,-0.638369468416495,2025-06-27,"15:00:00"," G"
"151","AV74115",2025-06-27 15:15:00,9929427.37622371,371884.382030268,12,-76.1513357058333,-0.63836263725002,2025-06-27,"15:15:00"," G"
"152","AV74115",2025-06-27 15:30:00,9929460.31323727,371861.647976679,12,-76.1515399158312,-0.638064660666558,2025-06-27,"15:30:00"," G"
"153","AV74115",2025-06-27 15:45:00,9929485.12030136,371813.715062851,12,-76.1519705658329,-0.637840172250173,2025-06-27,"15:45:00"," G"
"154","AV74115",2025-06-27 16:00:00,9929508.44943564,371824.768712139,12,-76.1518711966622,-0.63762917183654,2025-06-27,"16:00:00"," G"
"155","AV74115",2025-06-27 16:15:00,9929617.06583591,371845.886892017,12,-76.1516812216661,-0.636646729001223,2025-06-27,"16:15:00"," G"
"156","AV74115",2025-06-27 16:30:00,9929699.28948692,371802.762457136,4,-76.1520685499999,-0.635902891000041,2025-06-27,"16:30:00"," G"
"157","AV74116",2025-06-29 06:00:00,9929684.25703186,372215.043429459,6,-76.14836404,-0.636039697666674,2025-06-29,"06:00:00"," G"
"158","AV74116",2025-06-29 06:15:00,9929671.13045053,372194.444780702,12,-76.1485491549999,-0.636158392333229,2025-06-29,"06:15:00"," G"
"159","AV74116",2025-06-29 06:30:00,9929679.18966074,372221.119542915,12,-76.1483094533333,-0.636085546666474,2025-06-29,"06:30:00"," G"
"160","AV74116",2025-06-29 06:45:00,9929698.05236707,372218.356450656,12,-76.1483342433334,-0.635914919000005,2025-06-29,"06:45:00"," G"
"161","AV74116",2025-06-29 07:00:00,9929719.24694994,372235.647046454,12,-76.1481788366667,-0.635723238750117,2025-06-29,"07:00:00"," G"
"162","AV74116",2025-06-29 07:15:00,9929680.4514325,372283.604691547,12,-76.1477479916661,-0.636074259083898,2025-06-29,"07:15:00"," G"
"163","AV74116",2025-06-29 07:30:00,9929703.08934186,372304.768712086,12,-76.1475577775,-0.635869530999977,2025-06-29,"07:30:00"," G"
"164","AV74116",2025-06-29 07:45:00,9929733.30792753,372360.701300521,12,-76.1470551358333,-0.63559630191676,2025-06-29,"07:45:00"," G"
"165","AV74116",2025-06-29 08:00:00,9929712.19728155,372415.263702939,12,-76.1465649083333,-0.635787367416643,2025-06-29,"08:00:00"," G"
"166","AV74116",2025-06-29 08:15:00,9929723.19302787,372448.355650322,12,-76.1462675391666,-0.635687972083501,2025-06-29,"08:15:00"," G"
